	filename	id	split	dataset	nima	transient
0	99981082_8904760272.jpg	660.0	train	british_museum	5.230334103107452	0.122814305126667
1	99962610_5690894471.jpg	659.0	train	british_museum	4.943701550364494	0.0643797218799591
2	99662030_3945401118.jpg	658.0	train	british_museum	4.771609030663967	0.0
3	99586182_328408105.jpg	657.0	train	british_museum	5.40165813267231	0.1259890049695968
4	99518860_2494320647.jpg	656.0	train	british_museum	5.26898518204689	0.0142207518219947
5	99480770_3945403640.jpg	655.0	train	british_museum	5.308270998299122	0.0749769955873489
6	99314513_1450162068.jpg	654.0	train	british_museum	5.043302103877068	0.0877484828233718
7	99236471_5905180508.jpg	653.0	train	british_museum	5.294480428099632	0.1224952042102813
8	99178893_263092967.jpg	652.0	train	british_museum	4.912369608879089	0.2448467314243316
9	99058779_6384430415.jpg	651.0	train	british_museum	5.724222119897604	0.1298436969518661
10	98955853_5937995508.jpg	650.0	train	british_museum	6.09618517011404	0.1998263001441955
11	98928507_13600771063.jpg	649.0	train	british_museum	5.128614567220211	0.0833485201001167
12	98874135_3240958020.jpg	648.0	test	british_museum	5.496431529521942	0.0218540839850902
13	98850412_5110243970.jpg	647.0	train	british_museum	5.392567735165358	0.1035472154617309
14	98590214_4843266491.jpg	646.0	train	british_museum	5.275735124945641	0.0632508099079132
15	98399845_816763008.jpg	645.0	train	british_museum	4.886226192116737	0.0645033344626426
16	98358946_15909027.jpg	644.0	train	british_museum	5.192203268408775	0.1260130554437637
17	98277382_1309505179.jpg	643.0	train	british_museum	4.846930742263794	0.08362927287817
18	98195015_4040016187.jpg	642.0	train	british_museum	5.496934123337269	0.1066967025399208
19	98018049_7167451918.jpg	641.0	train	british_museum	4.646792836487293	0.0237984228879213
20	98014525_164679253.jpg	640.0	train	british_museum	5.474287122488022	0.0554500296711921
21	97638932_4304007020.jpg	639.0	train	british_museum	5.623150262981653	0.0882728919386863
22	97565242_204021094.jpg	638.0	train	british_museum	5.34701930731535	0.0
23	97292463_273291506.jpg	637.0	train	british_museum	5.795423194766045	0.2067931741476059
24	97288665_3411898600.jpg	636.0	train	british_museum	5.038063928484917	0.1339530497789383
25	97284657_3538746255.jpg	635.0	train	british_museum	5.407997891306877	0.0825464203953743
26	96959593_7212706764.jpg	634.0	train	british_museum	5.770445931702852	0.0646524652838707
27	96925860_4623505688.jpg	633.0	train	british_museum	5.566077191382647	0.0574667081236839
28	96692766_8071530352.jpg	632.0	train	british_museum	5.050283126533032	0.0381739921867847
29	96686710_2123573242.jpg	631.0	train	british_museum	5.773454435169697	0.3121575117111206
30	96659907_6835605933.jpg	630.0	train	british_museum	6.077208738774061	0.0063162143342196
31	96635807_3210210316.jpg	629.0	train	british_museum	5.578957973048091	0.0139814177528023
32	96574994_9854039035.jpg	628.0	train	british_museum	4.8822894766926765	0.0952601805329322
33	96493660_528183903.jpg	627.0	train	british_museum	5.424507260322571	0.0620624497532844
34	96441484_6176298343.jpg	626.0	train	british_museum	5.305689863860607	0.0777377113699913
35	96406453_285958926.jpg	625.0	train	british_museum	5.9758514035493135	0.0197457317262887
36	96398950_5479673480.jpg	624.0	train	british_museum	5.040081463754177	0.0532054305076599
37	96375289_24002939.jpg	623.0	train	british_museum	5.447728365659714	0.0167377963662147
38	96255967_5091378744.jpg	622.0	train	british_museum	5.606812924146652	0.0510986186563968
39	96245673_12877093675.jpg	621.0	train	british_museum	5.597736746072769	8.816290210234001e-05
40	96140242_5551431908.jpg	620.0	train	british_museum	5.48901405185461	0.0678775459527969
41	96131285_4040016545.jpg	619.0	train	british_museum	5.659348286688328	0.0259727630764246
42	96130728_4269866312.jpg	618.0	train	british_museum	4.80108106136322	0.1349454075098037
43	95591790_8233423442.jpg	617.0	train	british_museum	4.79396340996027	0.0123532935976982
44	95405900_917617676.jpg	616.0	train	british_museum	5.489529572427273	0.0540687777101993
45	95370686_9070622970.jpg	615.0	train	british_museum	5.308355879038572	0.1721895933151245
46	95232164_627672716.jpg	614.0	train	british_museum	4.280161675065756	0.1018373891711235
47	95186290_176871913.jpg	613.0	train	british_museum	5.355372540652752	0.0478351861238479
48	94814828_8153387133.jpg	612.0	train	british_museum	5.54212111979723	0.0509080328047275
49	94719495_310201612.jpg	611.0	train	british_museum	5.250574268400669	0.1146820411086082
50	94545050_2675286841.jpg	610.0	train	british_museum	5.208435911685228	0.057286474853754
51	94381246_5593831712.jpg	609.0	train	british_museum	5.6376758441329	0.1357028633356094
52	94349665_5124909074.jpg	608.0	train	british_museum	5.184309117496014	0.0252112001180648
53	94345807_4553191473.jpg	607.0	train	british_museum	5.007179789245129	0.142716497182846
54	94308218_4349427490.jpg	606.0	train	british_museum	5.070615887641907	0.090329959988594
55	94159183_2099652156.jpg	605.0	train	british_museum	5.038502179086208	0.0930249765515327
56	93901331_155880226.jpg	604.0	train	british_museum	5.343548029661179	0.1100074797868728
57	93876578_3727452182.jpg	603.0	train	british_museum	5.50933338329196	0.1348922699689865
58	93658023_4980549800.jpg	602.0	train	british_museum	5.119117185473442	0.0687972158193588
59	93500877_5195121329.jpg	601.0	train	british_museum	5.324827637523413	0.0056831827387213
60	93266801_2335569192.jpg	600.0	train	british_museum	5.120852675288916	0.0752233415842056
61	93202559_7801150410.jpg	599.0	train	british_museum	5.732203770428896	0.0658467635512352
